id,name,symbol,lastTradedTime,price,turnover,sharevolume,tradevolume,percentageChange,change
3794,B P P L HOLDINGS PLC,BPPL.N0000,1752564129521.0,17.5,2099506.5,119040.0,63.0,-2.2346368715083798,-0.4
188,BAIRAHA FARMS PLC,BFL.N0000,1752565354810.0,247.75,39726654.25,161500.0,212.0,-2.4606299212598426,-6.25
193,BALANGODA  PLANTATIONS  PLC,BALA.N0000,1752556542656.0,82.8,4357723.2,54437.0,22.0,1.9704433497536946,1.6
3080,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,1752563377235.0,22.0,331874.0,15690.0,21.0,-1.345291479820628,-0.3
2188,BERUWALA RESORTS PLC,BERU.N0000,1752565338325.0,3.7,2711748.5,739874.0,87.0,0.0,0.0
1802,BIMPUTH LANKA INVESTMENTS PLC,BLI.N0000,,0.0,,,,0.0,0.0
301,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,,0.0,,,,0.0,0.0
135,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,,0.0,,,,0.0,0.0
189,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,1752564936842.0,54.9,1298750.4,24249.0,44.0,1.2915129151291513,0.7
34,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,1752564123663.0,65.2,61795.6,905.0,13.0,-1.062215477996965,-0.7
25,BROWN & COMPANY PLC,BRWN.N0000,1752565452767.0,191.25,48508038.5,256405.0,507.0,4.223433242506812,7.75
128,BROWNS BEACH HOTELS PLC,BBH.N0000,1752562583098.0,18.0,163153.4,9066.0,9.0,-0.5524861878453039,-0.1
1851,BROWNS INVESTMENTS PLC,BIL.N0000,1752565254214.0,7.8,117918942.1,15335752.0,672.0,5.405405405405405,0.4
165,BUKIT DARAH PLC,BUKI.N0000,1752559553829.0,765.25,1535.25,2.0,2.0,-1.891025641025641,-14.75
308,C M HOLDINGS PLC,COLO.N0000,1752565310209.0,362.0,13547632.5,36851.0,89.0,-5.1735428945645054,-19.75
510,C T HOLDINGS PLC,CTHR.N0000,1752555601874.0,570.0,88351.5,155.0,6.0,-0.0876424189307625,-0.5
520,C T LAND DEVELOPMENT PLC,CTLD.N0000,1752565181570.0,31.8,1647718.5,50809.0,50.0,-2.1538461538461537,-0.7
335,C. W. MACKIE PLC,CWM.N0000,1752565316859.0,122.0,318201.0,2612.0,43.0,-0.20449897750511248,-0.25
6052,CABLE SOLUTIONS PLC,CSLK.N0000,1752565464812.0,14.4,2187919.2,153100.0,114.0,-0.6896551724137931,-0.1
6297,CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,,14.5,,,,0.0,0.0
5892,CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,,13.4,,,,0.0,0.0
6378,CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,1752565312425.0,16.0,29968498.6,1884187.0,172.0,0.0,0.0
5293,CAPITAL ALLIANCE PLC,CALT.N0000,1752565225542.0,53.1,4200783.5,79416.0,79.0,1.1428571428571428,0.6
551,CARGILLS (CEYLON) PLC,CARG.N0000,1752562243660.0,583.5,175642.0,301.0,16.0,0.0,0.0
5852,CARGILLS BANK PLC,CBNK.N0000,1752564107333.0,9.5,24514803.5,2556521.0,205.0,-1.0416666666666667,-0.1
22,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,1752560653427.0,140.0,325650.0,2353.0,8.0,-1.408450704225352,-2.0
336,CARSON CUMBERBATCH PLC,CARS.N0000,1752559621541.0,480.0,480.0,1.0,1.0,0.05211047420531527,0.25
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,1752565310345.0,268.5,68336284.0,251762.0,260.0,-3.2432432432432434,-9.0
224,CENTRAL INDUSTRIES PLC,CIND.N0000,1752564885295.0,164.25,10609947.25,64200.0,74.0,-0.6051437216338881,-1.0
981,CEYLINCO HOLDINGS PLC,CINS.X0000,1752565156914.0,1500.0,11983475.75,7989.0,21.0,-0.3818695002490453,-5.75
91,CEYLINCO HOLDINGS PLC,CINS.N0000,1752558678763.0,3075.0,123831760.5,40252.0,13.0,-0.8064516129032258,-25.0
560,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,1752559576149.0,2600.0,122258.75,45.0,6.0,-3.908343342880902,-105.75
426,CEYLON COLD STORES PLC,CCS.N0000,1752565394267.0,114.5,14618762.75,127792.0,160.0,-0.43478260869565216,-0.5
74,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,1752563919763.0,342.0,31019485.25,90075.0,110.0,-0.941346850108617,-3.25
196,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,1752565295053.0,195.0,748348.0,3740.0,21.0,-3.7037037037037037,-7.5
264,CEYLON HOSPITALS PLC,CHL.N0000,1752553118951.0,145.0,93638.75,662.0,10.0,0.0,0.0
453,CEYLON HOSPITALS PLC,CHL.X0000,1752552638145.0,119.0,12651.0,107.0,3.0,1.492537313432836,1.75
383,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,1752565418314.0,25.0,2102678.9,83497.0,45.0,-1.9607843137254901,-0.5
133,CEYLON INVESTMENT PLC,CINV.N0000,1752564821824.0,92.8,19194752.6,204981.0,126.0,-1.2765957446808511,-1.2
461,CEYLON LAND & EQUITY PLC,KZOO.N0000,1752564489410.0,9.9,27826507.2,2779237.0,288.0,1.0204081632653061,0.1
241,CEYLON PRINTERS PLC,CPRT.N0000,1752558134108.0,292.75,13514.5,46.0,3.0,-0.42517006802721086,-1.25
1522,CEYLON TEA BROKERS PLC,CTBL.N0000,1752564809712.0,6.6,69979.0,10749.0,12.0,1.5384615384615385,0.1
381,CEYLON TOBACCO COMPANY PLC,CTC.N0000,1752565202906.0,1453.0,4327137.25,2980.0,69.0,-0.22317596566523606,-3.25
529,CHEMANEX PLC,CHMX.N0000,1752565002512.0,170.0,4655447.75,27385.0,38.0,-0.2932551319648094,-0.5
131,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,1752565452924.0,163.5,29368307.5,178809.0,141.0,-0.60790273556231,-1.0
4966,CHRISSWORLD PLC,CWL.N0000,1752565235684.0,10.2,233031.4,23252.0,15.0,0.9900990099009901,0.1
328,C I C HOLDINGS PLC,CIC.X0000,1752562112678.0,105.75,14417845.0,136200.0,97.0,0.7142857142857143,0.75
162,C I C HOLDINGS PLC,CIC.N0000,1752563913237.0,142.75,39921649.75,279202.0,78.0,-0.17482517482517482,-0.25
1630,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,1752559929661.0,385.0,2947008.75,7614.0,25.0,-3.75,-15.0
1858,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,1752564609294.0,319.0,1574962.25,4889.0,32.0,-2.9657794676806084,-9.75
101,CITRUS LEISURE PLC,REEF.N0000,1752564821787.0,3.9,1194586.8,314027.0,45.0,0.0,0.0
311,CITY HOUSING & REAL ESTATE CO. PLC,CHOU.N0000,,0.0,,,,0.0,0.0
5353,Co-operative Insurance Company PLC,COOP.N0000,1752565355918.0,3.4,20955256.2,6160022.0,169.0,3.0303030303030303,0.1
44,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1752563898303.0,66.0,424153.5,6369.0,32.0,-1.345291479820628,-0.9
267,COLOMBO DOCKYARD PLC,DOCK.N0000,1752564903923.0,81.6,13846427.0,173186.0,134.0,4.3478260869565215,3.4
385,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,1752557926145.0,237.0,455308.5,1937.0,22.0,1.4989293361884368,3.5
277,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,1752561283092.0,250.0,199652.5,828.0,13.0,0.5025125628140703,1.25
378,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,1752563612692.0,28.6,7578030.6,263540.0,45.0,1.4184397163120568,0.4
396,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,1752565316464.0,139.25,37299647.25,266021.0,273.0,0.9057971014492754,1.25
208,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,1752565310036.0,170.25,74099267.5,430180.0,499.0,1.3392857142857142,2.25
1798,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,,104.75,148943052.55,1477549.0,1680.0,0.0,0.0
490,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,1752563758002.0,187.0,317489.75,1687.0,24.0,-1.5789473684210527,-3.0
168,CONVENIENCE FOODS LANKA PLC,SOY.N0000,1752564574584.0,1359.5,541396.75,401.0,11.0,0.6850583225328643,9.25
123,DANKOTUWA PORCELAIN PLC,DPL.N0000,1752565472775.0,20.7,805089.8,39865.0,36.0,0.4854368932038835,0.1
239,DFCC BANK PLC,DFCC.N0000,1752565472770.0,122.75,61013239.5,493020.0,567.0,0.0,0.0
471,DIALOG AXIATA PLC,DIAL.N0000,1752565403634.0,19.2,4429799.8,230642.0,127.0,-1.0309278350515463,-0.2
1965,DIALOG FINANCE PLC,CALF.N0000,1752559593579.0,49.2,49773.6,995.0,8.0,-1.9920318725099602,-1.0
375,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,1752564388254.0,1300.0,9020778.0,6909.0,148.0,-6.086328336644392,-84.25
6172,DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,1752564623060.0,77.5,11797104.2,151636.0,104.0,-0.6410256410256411,-0.5
327,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,1752562817161.0,1150.0,107966.5,92.0,10.0,-2.5217207035388856,-29.75
399,DIPPED PRODUCTS PLC,DIPD.N0000,1752565391391.0,59.4,69160077.5,1156142.0,266.0,-1.3289036544850499,-0.8
68,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,1752565279337.0,45.2,10398975.3,229297.0,129.0,-1.9522776572668112,-0.9
455,DOLPHIN HOTELS PLC,STAF.N0000,1752563083752.0,45.0,2259163.4,50608.0,28.0,1.8099547511312217,0.8
26,E B CREASY & COMPANY PLC,EBCR.N0000,1752565436546.0,61.2,4071474.3,65478.0,169.0,-3.470031545741325,-2.2
5173,E M L CONSULTANTS PLC,EML.N0000,1752564471536.0,4.0,3466128.7,884917.0,104.0,8.108108108108109,0.3
460,E - CHANNELLING PLC,ECL.N0000,1752555616127.0,12.8,1280.0,100.0,1.0,0.0,0.0
403,EAST WEST PROPERTIES PLC,EAST.N0000,1752565191420.0,40.8,86037897.2,2169229.0,876.0,1.492537313432836,0.6
405,EASTERN MERCHANTS PLC,EMER.N0000,1752565419583.0,8.7,1058998.0,121654.0,41.0,-3.3333333333333335,-0.3
348,EDEN HOTEL LANKA PLC,EDEN.N0000,1752565444625.0,13.5,8178391.1,602869.0,179.0,-2.8776978417266186,-0.4
115,ELPITIYA PLANTATIONS PLC,ELPL.N0000,1752563166423.0,128.5,1830589.75,14297.0,26.0,0.5870841487279843,0.75
113,EQUITY TWO PLC,ETWO.N0000,1752564151041.0,46.5,374.0,8.0,2.0,0.8676789587852495,0.4
5231,Ex-pack Corrugated Cartons PLC,PACK.N0000,1752565211559.0,15.3,3734339.6,246915.0,130.0,-1.2903225806451613,-0.2
5472,EXTERMINATORS PLC,EXT.N0000,1752562182554.0,4.6,205550.2,45600.0,13.0,2.2222222222222223,0.1
528,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,1752565452015.0,34.4,5061455.1,147918.0,123.0,0.8797653958944281,0.3
5330,First Capital Treasuries PLC,FCT.N0000,1752565353977.0,23.5,3361996.1,143129.0,56.0,0.42735042735042733,0.1
116,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,1752562689580.0,18.0,1403985.6,78741.0,30.0,0.0,0.0
533,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,1752565057906.0,70.6,35809705.4,494493.0,94.0,-2.4861878453038675,-1.8
466,GESTETNER OF CEYLON PLC,GEST.N0000,1752560920496.0,184.75,393329.5,2182.0,8.0,3.792134831460674,6.75
2091,GREENTECH ENERGY PLC,MEL.N0000,1752563548365.0,2.6,26150.8,9736.0,16.0,0.0,0.0
132,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,1752552000300.0,45.9,459.0,10.0,1.0,1.3245033112582782,0.6
167,HARISCHANDRA MILLS PLC,HARI.N0000,,3762.75,,,,0.0,0.0
340,HATTON NATIONAL BANK PLC,HNB.X0000,1752565443643.0,294.0,29007538.0,99501.0,172.0,0.4269854824935952,1.25
172,HATTON NATIONAL BANK PLC,HNB.N0000,1752565356370.0,360.0,188081873.75,520532.0,531.0,0.5586592178770949,2.0
4058,HATTON PLANTATIONS PLC,HPL.N0000,1752564262332.0,29.0,89213.4,3126.0,19.0,1.3986013986013985,0.4
31,HAYCARB PLC,HAYC.N0000,1752565320455.0,91.0,12933798.1,141163.0,170.0,-0.10976948408342481,-0.1
331,HAYLEYS FABRIC PLC,MGT.N0000,1752565428943.0,45.3,34267848.5,765381.0,179.0,0.0,0.0
524,HAYLEYS FIBRE PLC,HEXP.N0000,1752564901262.0,49.9,1850982.0,36959.0,59.0,0.20080321285140562,0.1
214,HAYLEYS LEISURE PLC,CONN.N0000,1752564892842.0,30.1,774843.1,25776.0,26.0,0.0,0.0
175,HAYLEYS PLC,HAYL.N0000,1752565200303.0,176.75,164280649.25,938400.0,346.0,2.167630057803468,3.75
5431,HELA APPAREL HOLDINGS PLC,HELA.N0000,1752564804418.0,3.1,2601750.8,841053.0,122.0,0.0,0.0
325,HEMAS HOLDINGS PLC,HHL.N0000,1752565474706.0,30.9,44291396.2,1415073.0,581.0,-2.830188679245283,-0.9
2229,HIKKADUWA BEACH RESORT PLC,CITH.N0000,1752565343735.0,3.2,193313.6,60660.0,27.0,3.225806451612903,0.1
5,HNB ASSURANCE PLC,HASU.N0000,1752565405718.0,96.9,19851950.4,212279.0,176.0,8.632286995515695,7.7
4680,HNB FINANCE PLC,HNBF.N0000,1752565254135.0,6.8,25491093.2,3741214.0,290.0,-1.4492753623188406,-0.1
6216,HNB FINANCE PLC,HNBF.R0000,,0.0,,,,0.0,0.0
4681,HNB FINANCE PLC,HNBF.X0000,1752563612919.0,7.2,958503.1,134803.0,48.0,1.408450704225352,0.1
6217,HNB FINANCE PLC,HNBF.R0001,,0.0,,,,0.0,0.0
103,HORANA PLANTATIONS PLC,HOPL.N0000,1752565348314.0,52.0,2373765.2,44911.0,44.0,-0.7633587786259542,-0.4
183,HOTEL SIGIRIYA PLC,HSIG.N0000,1752562463321.0,72.7,2842040.2,38111.0,21.0,-1.6238159675236807,-1.2
355,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,1752565474895.0,48.8,12126702.9,247013.0,287.0,-0.20449897750511248,-0.1
5311,hSenid Business Solutions PLC,HBS.N0000,1752565310549.0,11.4,1009814.0,88920.0,46.0,-1.7241379310344827,-0.2
276,HUNAS HOLDINGS PLC,HUNA.N0000,1752564660110.0,19.8,272799.8,13827.0,16.0,1.5384615384615385,0.3
134,HUNTER & COMPANY PLC,HUNT.N0000,1752559747641.0,750.0,750.0,1.0,1.0,-4.061400703549729,-31.75
1786,HVA FOODS PLC,HVA.N0000,1752565035147.0,3.1,803123.0,267598.0,71.0,3.3333333333333335,0.1
269,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,1752565320928.0,0.3,38351.8,107858.0,32.0,0.0,0.0
